sample,model,response_time,transcription,accuracy
8428d98d-025c-49d8-8e5e-5564de2a0bf8_raw.wav,speechmatics,0.00,,0
8428d98d-025c-49d8-8e5e-5564de2a0bf8_raw.wav,openai-gpt-4o-transcribe,0.59,Présentez-vous en entretien.,0
,,,,
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,latice,0.20,Révision expert,0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,deepgram-nova-3,0.32,,0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,gladia,0.85,Salut les gars !,0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,google-latest_long,0.36,,0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,groq-whisper-large-v3,0.19, Salut !,0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,groq-whisper-large-v3-turbo,0.20, Sous-titrage Société Radio-Canada,0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,elevenlabs,0.53,(musique en fond),0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,fal,0.42,Salut !,0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,speechmatics,0.00,,0
88cce244-b020-453e-bc62-e9dd8b6c3491_aug.wav,openai-gpt-4o-transcribe,0.70,laïque,0
,,,,
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,latice,0.28,Véhicule d'occasion,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,deepgram-nova-3,0.33,Véhicule d'occasion.,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,gladia,0.95,Véhicule d'occasion,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,google-latest_long,0.80,un véhicule d'occasion,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,groq-whisper-large-v3,0.21, véhicule d'occasion.,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,groq-whisper-large-v3-turbo,0.31, véhicule d'occasion.,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,elevenlabs,0.50,Véhicule d'occasion.,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,fal,0.44,véhicule d'occasion.,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,speechmatics,0.00,,0
e7c461c9-cf60-496f-a69f-358b3075abab_raw.wav,openai-gpt-4o-transcribe,1.16,véhicule d'occasion.,0
,,,,
208b2695-2a90-4768-a246-b236b751d302_raw.wav,latice,0.22,Piaget,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,deepgram-nova-3,0.29,,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,gladia,0.82,Merci à tous.,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,google-latest_long,0.45,,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,groq-whisper-large-v3,0.41, à Dieu.,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,groq-whisper-large-v3-turbo,0.20, Sous-titrage Société Radio-Canada,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,elevenlabs,0.42,Merci.,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,fal,0.51,à Dieu.,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,speechmatics,0.00,,0
208b2695-2a90-4768-a246-b236b751d302_raw.wav,openai-gpt-4o-transcribe,0.51,Adieu.,0
,,,,
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,latice,0.40,"Ici Naïda Bouzalède, peux-tu vérifier mes coordonnées dans votre système ?",0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,deepgram-nova-3,0.45,,0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,gladia,0.92,,0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,google-latest_long,1.50,Vinaigre de la vie je vérifie les coordonnées dans le logiciel.,0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,groq-whisper-large-v3,0.31, Je vous remercie d'avoir regardé cette vidéo !,0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,groq-whisper-large-v3-turbo,0.92, Tuohl d' Hernandez-la.,0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,elevenlabs,0.63,"Chez les chauves, chez les chevaux de l'État.",0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,fal,1.00,Je vais vous donner un exemple.,0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,speechmatics,0.00,,0
6de41e7b-5914-42d8-9f34-aaf57ea09c14_aug.wav,openai-gpt-4o-transcribe,0.82,Des étudiants suivent des cours de droit.,0
,,,,
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,latice,0.20,E-Town,0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,deepgram-nova-3,0.55,,0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,gladia,0.79,,0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,google-latest_long,0.27,,0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,groq-whisper-large-v3,0.19, Merci.,0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,groq-whisper-large-v3-turbo,0.19, ...,0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,elevenlabs,0.45,(souffle),0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,fal,0.49,Merci.,0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,speechmatics,0.00,,0
3a9229ea-77ec-462a-a34d-b5cfc94e9745_aug.wav,openai-gpt-4o-transcribe,0.72,Mais,0
,,,,
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,latice,0.23,BENTLEY,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,deepgram-nova-3,0.36,Bentley.,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,gladia,1.04,Bentley,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,google-latest_long,0.51,bentel,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,groq-whisper-large-v3,0.20, Bentley,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,groq-whisper-large-v3-turbo,0.32, Bentley,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,elevenlabs,0.48,Bentley.,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,fal,0.44,Bentley,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,speechmatics,0.00,,0
304450ab-ae3b-41cf-a6dd-49e2dd6eb193_raw.wav,openai-gpt-4o-transcribe,0.54,Bentley.,0
,,,,
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,latice,0.24,"Rendez-vous, entretien",0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,deepgram-nova-3,0.26,Rendez-vous entretien.,0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,gladia,0.79,"Rendez-vous, entretien",0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,google-latest_long,0.63,rendez-vous entretien,0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,groq-whisper-large-v3,0.32," Rendez-vous, entretien.",0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,groq-whisper-large-v3-turbo,0.31, Rendez-vous au entretien.,0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,elevenlabs,0.59,Rendez-vous entretien.,0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,fal,0.50,"Rendez-vous, entretien.",0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,speechmatics,0.00,,0
93703d74-42b6-4311-b31b-dd3e6617568b_raw.wav,openai-gpt-4o-transcribe,0.53,rendez-vous entretien.,0
,,,,
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,latice,0.25,Carnet d'entretien,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,deepgram-nova-3,0.23,Carnet d'entretien.,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,gladia,7.64,Carnet d'entretien,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,google-latest_long,0.68,carnet d'entretien,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,groq-whisper-large-v3,0.21, Carnet d'entretien.,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,groq-whisper-large-v3-turbo,0.41, Carnet d'entretien.,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,elevenlabs,0.50,Carnet d'entretien.,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,fal,0.84,Carnet d'entretien.,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,speechmatics,0.00,,0
0aa42e11-076d-4aa1-a78a-d5dc82bdefb6_raw.wav,openai-gpt-4o-transcribe,0.45,Carnet d'entretien,0
,,,,
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,latice,0.20,"Peugeot, Peugeot",0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,deepgram-nova-3,1.02,,0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,gladia,0.58,,0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,google-latest_long,0.35,,0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,groq-whisper-large-v3,0.41, Merci.,0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,groq-whisper-large-v3-turbo,0.41, Sous-titrage Société Radio-Canada,0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,elevenlabs,1.09,(son de vent),0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,fal,0.68,Merci.,0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,speechmatics,0.00,,0
58cdb628-9778-45c2-a177-1f0c75113198_aug.wav,openai-gpt-4o-transcribe,0.48,嘿.,0
,,,,
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,latice,0.29,"L, V, T, H, E, trois, O.",0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,deepgram-nova-3,0.25,,0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,gladia,1.10,,0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,google-latest_long,0.72,qui avait été h,0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,groq-whisper-large-v3,0.32, avec des hachettes de clous.,0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,groq-whisper-large-v3-turbo,0.31, et des déchets sur le cloud.,0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,elevenlabs,0.47,Et puis après.,0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,fal,0.44,avec des hachettes de clous.,0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,speechmatics,0.00,,0
9c548fc1-0eae-4b95-810e-ecd1a9ca7fb4_aug.wav,openai-gpt-4o-transcribe,0.51,évité à cheval,0
,,,,
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,latice,0.24,Renault,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,deepgram-nova-3,0.31,Renaud.,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,gladia,0.71,Bonjour.,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,google-latest_long,0.28,,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,groq-whisper-large-v3,0.29, Connu.,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,groq-whisper-large-v3-turbo,0.19, Bonne.,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,elevenlabs,0.54,Prenons...,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,fal,0.40,Connu.,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,speechmatics,0.00,,0
b8d5749d-1c59-4cd8-bb30-9fd6d8e8e7f0_raw.wav,openai-gpt-4o-transcribe,0.73,Renault,0
,,,,
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,latice,0.22,Audi Q2,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,deepgram-nova-3,0.25,Odicule deux.,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,gladia,0.81,Audicu 2,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,google-latest_long,0.42,Audi Q,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,groq-whisper-large-v3,0.35, Audicu 2,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,groq-whisper-large-v3-turbo,0.41, Odicu 2,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,elevenlabs,0.51,Au DQ deux.,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,fal,0.51,Audicu 2,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,speechmatics,0.00,,0
dae65b2e-7095-47d1-a4c8-33fbfc6d88f1_raw.wav,openai-gpt-4o-transcribe,0.51,Audi Q2.,0
,,,,
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,latice,0.30,"C'est Inès Haddad, vous pouvez me joindre au 07 98 76 54 32.",0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,deepgram-nova-3,0.52,C'est Inès Adad. Vous pouvez me joindre au zéro sept quatre-vingt-dix-huit soixante-seize cinquante-quatre trente-deux.,0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,gladia,1.16,"C'est Inès Haddad, vous pouvez me joindre au 07 98 76 54 32.",0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,google-latest_long,2.12,"C'est Inès Haddad, vous pouvez me joindre au 07 98 76 54 32.",0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,groq-whisper-large-v3,0.41," C'est Inès Haddad, vous pouvez me joindre au 07 98 76 54 32.",0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,groq-whisper-large-v3-turbo,0.31," C'est Inès Haddad, vous pouvez me joindre au 07 98 76 54 32.",0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,elevenlabs,0.92,"C'est Inès Haddad, vous pouvez me joindre au zéro sept, quatre-vingt-dix-huit, soixante-seize, cinquante-quatre, trente-deux.",0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,fal,1.27,"C'est Inès Haddad, vous pouvez me joindre au 07 98 76 54 32.",0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,speechmatics,0.00,,0
bf01178b-dc8d-4e40-bc3c-36f241609c44_raw.wav,openai-gpt-4o-transcribe,1.22,"C'est Inès Haddad, vous pouvez me joindre au zéro sept, quatre-vingt-dix-huit, soixante-seize, cinquante-quatre, trente-deux.",0
,,,,
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,latice,0.24,Révision annuelle,0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,deepgram-nova-3,1.15,Révision annuelle.,0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,gladia,0.74,Révision annuelle,0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,google-latest_long,0.63,révision annuelle,0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,groq-whisper-large-v3,0.31, Révision annuelle,0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,groq-whisper-large-v3-turbo,0.20, Révision annuelle,0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,elevenlabs,0.46,(musique de fond),0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,fal,0.52,Révision annuelle,0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,speechmatics,0.00,,0
663389ac-2a57-4c19-877a-adb545d0439f_raw.wav,openai-gpt-4o-transcribe,0.52,Révision annuelle.,0
,,,,
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,latice,0.41,Est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie est neuve ?,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,deepgram-nova-3,0.73,Est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie est neuve,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,gladia,1.23,Est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie est neuve ?,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,google-latest_long,2.65,est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie neuve,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,groq-whisper-large-v3,0.31, Est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie est neuve ?,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,groq-whisper-large-v3-turbo,0.51, Est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie est neuve ?,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,elevenlabs,0.70,Est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie est neuve ?,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,fal,1.09,Est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie est neuve ?,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,speechmatics,0.00,,0
8445b86f-e0f4-4d08-8550-70a4d375be35_raw.wav,openai-gpt-4o-transcribe,1.07,Est-ce que vous pourriez m'expliquer pourquoi ma voiture ne démarre pas alors que la batterie est neuve ?,0
,,,,
65303684-268b-4219-848a-0a32426ced14_raw.wav,latice,0.26,RV Diagnostic multimarque,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,deepgram-nova-3,0.82,Harvey Diagnostic multimarque.,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,gladia,0.94,Harvey Diagnostic Multimark,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,google-latest_long,0.75,Harvey diagnostic multimar,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,groq-whisper-large-v3,0.36, Harvey Diagnostic Multimarket.,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,groq-whisper-large-v3-turbo,0.21, Harvey Diagnostic Multimarket.,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,elevenlabs,0.48,Harvey Diagnostic Multimark.,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,fal,0.52,Harvey Diagnostic Multimark,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,speechmatics,0.00,,0
65303684-268b-4219-848a-0a32426ced14_raw.wav,openai-gpt-4o-transcribe,0.58,Avec diagnostic multimarque.,0
,,,,
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,latice,0.20,Tourisme hybride,0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,deepgram-nova-3,0.63,,0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,gladia,0.47,,0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,google-latest_long,0.65,,0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,groq-whisper-large-v3,0.40, Merci.,0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,groq-whisper-large-v3-turbo,0.19, Merci.,0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,elevenlabs,0.48,(bruit de vent fort),0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,fal,0.46,Merci.,0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,speechmatics,0.00,,0
5da2cc67-0ce3-4740-a631-d9bd4022d4d2_aug.wav,openai-gpt-4o-transcribe,0.54,Gérant,0
,,,,
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,latice,0.22,Prime-éco,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,deepgram-nova-3,0.28,Primeco.,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,gladia,0.91,Primeco,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,google-latest_long,0.40,prime,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,groq-whisper-large-v3,0.25, Primeco.,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,groq-whisper-large-v3-turbo,0.30, Prime écho.,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,elevenlabs,0.47,Primeco.,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,fal,0.41,Primeco.,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,speechmatics,0.00,,0
ef426a02-a854-4996-bd39-406cb1c43ef0_raw.wav,openai-gpt-4o-transcribe,0.62,Prim'Eco,0
,,,,
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,latice,0.25,Rendez-vous révision,0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,deepgram-nova-3,0.44,Rendez-vous révision.,0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,gladia,0.85,"Rendez-vous, révision.",0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,google-latest_long,0.72,rendez-vous révision,0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,groq-whisper-large-v3,0.41," Rendez-vous, révision.",0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,groq-whisper-large-v3-turbo,0.21," Rendez-vous, révision.",0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,elevenlabs,0.47,Rendez-vous révision.,0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,fal,0.55,"Rendez-vous, révision.",0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,speechmatics,0.00,,0
78b43f16-9cce-4126-89cb-e5b187fc91d7_raw.wav,openai-gpt-4o-transcribe,1.23,Rendez-vous révision.,0
,,,,
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,latice,0.23,Turbo Expert,0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,deepgram-nova-3,0.49,,0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,gladia,0.89,"Bon, j'espère",0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,google-latest_long,0.55,turbo,0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,groq-whisper-large-v3,0.34," au Bois, j'espère.",0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,groq-whisper-large-v3-turbo,0.37, remarquable.,0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,elevenlabs,0.51,Vous êtes expert ?,0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,fal,0.45,"au Bois, j'espère.",0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,speechmatics,0.00,,0
dac00fea-6f0d-4daa-87ab-58e797a7646d_raw.wav,openai-gpt-4o-transcribe,0.68,Bonjour Esther.,0
,,,,
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,latice,0.24,Carme hybride,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,deepgram-nova-3,0.27,,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,gladia,0.83,Salut !,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,google-latest_long,0.40,,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,groq-whisper-large-v3,0.28, Amen.,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,groq-whisper-large-v3-turbo,0.31, Amen.,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,elevenlabs,0.53,Passage.,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,fal,0.44,A plus.,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,speechmatics,0.00,,0
cf22af58-8332-4165-89ec-61b0fca8886e_aug.wav,openai-gpt-4o-transcribe,0.61,Salut,0
,,,,
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,latice,0.25,Expertise Diagne électrique,0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,deepgram-nova-3,0.54,Expertise diag électrique.,0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,gladia,0.80,Expertise Diag'électrique,0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,google-latest_long,1.55,expertise diable électrique,0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,groq-whisper-large-v3,0.27, expertise directe électrique.,0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,groq-whisper-large-v3-turbo,0.20, expertise diagélectrique.,0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,elevenlabs,0.49,"Ah, expertise diagnostic électrique.",0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,fal,0.68,expertise directe électrique,0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,speechmatics,0.00,,0
287ae791-9353-4c33-9d6f-e0ecddc05121_raw.wav,openai-gpt-4o-transcribe,0.51,expertise diag électrique,0
,,,,
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,latice,0.22,IVECO,0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,deepgram-nova-3,0.27,,0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,gladia,0.78,"Allez, bien cool.",0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,google-latest_long,2.22,,0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,groq-whisper-large-v3,0.31, à Yves Hicourt.,0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,groq-whisper-large-v3-turbo,0.30, et végou.,0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,elevenlabs,0.51,(rire),0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,fal,0.82,à Yvain Courre.,0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,speechmatics,0.00,,0
88b90056-511f-4144-b7a1-d60e7f2baf3f_raw.wav,openai-gpt-4o-transcribe,1.33,avec eux.,0
,,,,
bbed7fe5-47b5-4353-80d7-7d0adadea26a_raw.wav,latice,0.35,Je voudrais en savoir plus sur la garantie moteur pour les voitures d'occasion.,0
bbed7fe5-47b5-4353-80d7-7d0adadea26a_raw.wav,deepgram-nova-3,0.92,Je voudrais en savoir plus sur la garantie moteur pour les voitures d'occasion.,0
bbed7fe5-47b5-4353-80d7-7d0adadea26a_raw.wav,gladia,1.13,Je voudrais en savoir plus sur la garantie moteur pour les voitures d'occasion.,0
bbed7fe5-47b5-4353-80d7-7d0adadea26a_raw.wav,google-latest_long,1.21,Je voudrais en savoir plus sur la garantie moteur pour les voitures d'occasion.,0
bbed7fe5-47b5-4353-80d7-7d0adadea26a_raw.wav,groq-whisper-large-v3,0.49, voudrais en savoir plus sur la garantie moteur pour les voitures d'occasion.,0
